AF_VIO_factor01,AF_VIO_factor02,AF_VIO_factor03,AF_VIO_factor04,consecutive
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,信息披露虚假或严重误导性陈述,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,未依法履行其他职责,公司本身,0
000001.SZ,2018,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,1
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2019,信息披露虚假或严重误导性陈述,公司本身,0
000001.SZ,2019,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,1
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2020,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,1
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000001.SZ,2021,未依法履行其他职责,公司本身,0
000004.SZ,2018,未及时披露公司重大事项,公司本身,0
000004.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000005.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000005.SZ,2021,"未及时披露公司重大事项,信息披露虚假或严重误导性陈述",公司本身,0
000007.SZ,2018,未依法履行其他职责,公司股东,0
000007.SZ,2019,未依法履行其他职责,公司其它关联方,1
000007.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
000007.SZ,2019,未及时披露公司重大事项,公司股东,0
000007.SZ,2019,未及时披露公司重大事项,公司本身,0
000007.SZ,2020,未依法履行其他职责,公司股东,1
000007.SZ,2020,未依法履行其他职责,公司股东,0
000007.SZ,2020,未依法履行其他职责,公司股东,0
000007.SZ,2020,未及时披露公司重大事项,公司股东,0
000007.SZ,2021,未及时披露公司重大事项,公司股东,1
000007.SZ,2021,未依法履行其他职责,公司本身,0
000007.SZ,2021,未依法履行其他职责,公司本身,0
000007.SZ,2021,"业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,0
000007.SZ,2021,未及时披露公司重大事项,公司股东,0
000008.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000009.SZ,2018,未依法履行其他职责,公司本身,0
000010.SZ,2018,未及时披露公司重大事项,公司其它关联方,0
000010.SZ,2018,未及时披露公司重大事项,公司股东,0
000010.SZ,2018,未依法履行其他职责,公司本身,0
000010.SZ,2019,"信息披露虚假或严重误导性陈述,未及时披露公司重大事项",公司控股参股公司,1
000010.SZ,2019,"信息披露虚假或严重误导性陈述,未及时披露公司重大事项",公司本身,0
000010.SZ,2020,"未及时披露公司重大事项,信息披露虚假或严重误导性陈述",公司本身,1
000010.SZ,2020,"信息披露虚假或严重误导性陈述,未及时披露公司重大事项,未依法履行其他职责",公司控股参股公司,0
000010.SZ,2020,"信息披露虚假或严重误导性陈述,未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000010.SZ,2020,未依法履行其他职责,公司股东,0
000010.SZ,2021,未及时披露公司重大事项,公司本身,1
000012.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000016.SZ,2018,未依法履行其他职责,公司股东,0
000016.SZ,2020,未及时披露公司重大事项,公司本身,0
000018.SZ,2018,未及时披露公司重大事项,公司本身,0
000018.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
000018.SZ,2020,未及时披露公司重大事项,公司本身,2
000018.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000018.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000023.SZ,2020,未及时披露公司重大事项,公司股东,0
000036.SZ,2021,未依法履行其他职责,公司其它关联方,0
000036.SZ,2021,未依法履行其他职责,公司其它关联方,0
000036.SZ,2021,未依法履行其他职责,公司其它关联方,0
000038.SZ,2018,未依法履行其他职责,公司本身,0
000038.SZ,2018,未依法履行其他职责,公司股东,0
000038.SZ,2019,未依法履行其他职责,公司本身,1
000038.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
000038.SZ,2019,未依法履行其他职责,公司本身,0
000038.SZ,2019,未依法履行其他职责,公司本身,0
000038.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
000040.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000040.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000042.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000046.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000046.SZ,2019,未及时披露公司重大事项,公司本身,1
000046.SZ,2020,未及时披露公司重大事项,公司本身,2
000046.SZ,2020,未依法履行其他职责,公司本身,0
000046.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
000048.SZ,2018,"未按时披露定期报告,未依法履行其他职责",公司本身,0
000048.SZ,2019,未依法履行其他职责,公司控股参股公司,1
000048.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
000048.SZ,2020,未按时披露定期报告,公司本身,1
000056.SZ,2020,未依法履行其他职责,公司本身,0
000056.SZ,2020,未依法履行其他职责,公司股东,0
000056.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,1
000056.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000065.SZ,2018,未及时披露公司重大事项,公司本身,0
000065.SZ,2018,未及时披露公司重大事项,公司本身,0
000065.SZ,2019,未及时披露公司重大事项,公司本身,1
000078.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000150.SZ,2019,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000150.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,1
000150.SZ,2020,未依法履行其他职责,公司其它关联方,0
000150.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000150.SZ,2021,未及时披露公司重大事项,公司股东,1
000402.SZ,2018,未及时披露公司重大事项,公司股东,0
000403.SZ,2018,信息披露虚假或严重误导性陈述,公司本身,0
000403.SZ,2018,未依法履行其他职责,公司股东,0
000403.SZ,2018,信息披露虚假或严重误导性陈述,公司本身,0
000403.SZ,2018,未依法履行其他职责,公司股东,0
000403.SZ,2018,未及时披露公司重大事项,公司本身,0
000403.SZ,2018,未依法履行其他职责,公司股东,0
000403.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000403.SZ,2021,未依法履行其他职责,公司股东,0
000407.SZ,2019,未依法履行其他职责,公司股东,0
000407.SZ,2019,未及时披露公司重大事项,公司股东,0
000407.SZ,2019,未及时披露公司重大事项,公司股东,0
000407.SZ,2019,未及时披露公司重大事项,公司股东,0
000408.SZ,2019,"未及时披露公司重大事项,信息披露虚假或严重误导性陈述",公司本身,0
000408.SZ,2019,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
000408.SZ,2019,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000408.SZ,2019,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
000408.SZ,2020,"信息披露虚假或严重误导性陈述,未依法履行其他职责,业绩预测结果不准确或不及时",公司股东,1
000408.SZ,2020,"信息披露虚假或严重误导性陈述,未依法履行其他职责,业绩预测结果不准确或不及时",公司本身,0
000408.SZ,2020,"信息披露虚假或严重误导性陈述,未依法履行其他职责,业绩预测结果不准确或不及时",公司股东,0
000408.SZ,2021,未依法履行其他职责,公司股东,1
000408.SZ,2021,未依法履行其他职责,公司股东,0
000408.SZ,2021,"未及时披露公司重大事项,业绩预测结果不准确或不及时",公司本身,0
000408.SZ,2021,未及时披露公司重大事项,公司股东,0
000409.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000409.SZ,2018,"未按时披露定期报告,未依法履行其他职责",公司本身,0
000409.SZ,2018,未依法履行其他职责,公司本身,0
000409.SZ,2019,未及时披露公司重大事项,公司本身,1
000409.SZ,2019,未及时披露公司重大事项,公司本身,0
000409.SZ,2019,未按时披露定期报告,公司本身,0
000410.SZ,2019,未依法履行其他职责,公司本身,0
000410.SZ,2021,未依法履行其他职责,公司本身,0
000413.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000413.SZ,2020,未及时披露公司重大事项,公司本身,0
000413.SZ,2020,未及时披露公司重大事项,公司股东,0
000413.SZ,2020,未依法履行其他职责,公司本身,0
000413.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000413.SZ,2021,未依法履行其他职责,公司其它关联方,1
000413.SZ,2021,未及时披露公司重大事项,公司本身,0
000413.SZ,2021,未依法履行其他职责,公司股东,0
000415.SZ,2019,未依法履行其他职责,公司股东,0
000415.SZ,2020,未依法履行其他职责,公司本身,1
000417.SZ,2018,未依法履行其他职责,公司本身,0
000422.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000422.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000422.SZ,2019,未依法履行其他职责,公司股东,1
000426.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000426.SZ,2019,未依法履行其他职责,公司本身,1
000426.SZ,2019,未依法履行其他职责,公司控股参股公司,0
000426.SZ,2019,未依法履行其他职责,公司控股参股公司,0
000426.SZ,2019,未依法履行其他职责,公司控股参股公司,0
000426.SZ,2019,"未依法履行其他职责,业绩预测结果不准确或不及时",公司本身,0
000426.SZ,2020,未依法履行其他职责,公司控股参股公司,1
000426.SZ,2021,未依法履行其他职责,公司控股参股公司,2
000430.SZ,2018,未依法履行其他职责,公司股东,0
000488.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
000488.SZ,2019,未及时披露公司重大事项,公司本身,0
000501.SZ,2019,未依法履行其他职责,公司本身,0
000503.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000506.SZ,2018,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
000506.SZ,2018,业绩预测结果不准确或不及时,公司本身,0
000506.SZ,2019,未及时披露公司重大事项,公司本身,1
000506.SZ,2019,"未及时披露公司重大事项,业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,0
000506.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
000506.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000506.SZ,2021,"未依法履行其他职责,未依法履行其他职责",公司本身,1
000506.SZ,2021,未依法履行其他职责,公司本身,0
000506.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000507.SZ,2018,未依法履行其他职责,公司本身,0
000509.SZ,2018,未及时披露公司重大事项,公司股东,0
000509.SZ,2018,未及时披露公司重大事项,公司本身,0
000509.SZ,2020,未依法履行其他职责,公司本身,0
000510.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000510.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000511.SZ,2018,"未按时披露定期报告,未依法履行其他职责",公司本身,0
000518.SZ,2020,"未及时披露公司重大事项,信息披露虚假或严重误导性陈述,未依法履行其他职责",公司本身,0
000518.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
000518.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000519.SZ,2018,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
000519.SZ,2019,未依法履行其他职责,公司本身,1
000520.SZ,2018,未及时披露公司重大事项,公司股东,0
000520.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000521.SZ,2021,未依法履行其他职责,公司控股参股公司,0
000523.SZ,2020,未依法履行其他职责,公司其它关联方,0
000523.SZ,2020,"未及时披露公司重大事项,信息披露虚假或严重误导性陈述",公司本身,0
000523.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000523.SZ,2021,"未及时披露公司重大事项,信息披露虚假或严重误导性陈述",公司本身,1
000523.SZ,2021,业绩预测结果不准确或不及时,公司本身,0
000525.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
000525.SZ,2020,未及时披露公司重大事项,公司本身,0
000525.SZ,2020,未及时披露公司重大事项,公司股东,0
000525.SZ,2020,未及时披露公司重大事项,公司股东,0
000525.SZ,2021,未及时披露公司重大事项,公司股东,1
000525.SZ,2021,未依法履行其他职责,公司本身,0
000525.SZ,2021,"未依法履行其他职责,业绩预测结果不准确或不及时",公司其它关联方,0
000525.SZ,2021,"未依法履行其他职责,业绩预测结果不准确或不及时",公司本身,0
000525.SZ,2021,"未依法履行其他职责,业绩预测结果不准确或不及时",公司股东,0
000525.SZ,2021,业绩预测结果不准确或不及时,公司本身,0
000525.SZ,2021,"信息披露虚假或严重误导性陈述,业绩预测结果不准确或不及时",公司本身,0
000526.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000526.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000526.SZ,2018,未及时披露公司重大事项,公司本身,0
000526.SZ,2018,未及时披露公司重大事项,公司股东,0
000529.SZ,2019,未依法履行其他职责,公司控股参股公司,0
000529.SZ,2021,未依法履行其他职责,公司控股参股公司,0
000534.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000534.SZ,2018,业绩预测结果不准确或不及时,公司本身,0
000534.SZ,2021,未依法履行其他职责,公司股东,0
000534.SZ,2021,未依法履行其他职责,公司本身,0
000536.SZ,2020,未及时披露公司重大事项,公司股东,0
000536.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000540.SZ,2020,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
000540.SZ,2020,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000545.SZ,2020,"未及时披露公司重大事项,业绩预测结果不准确或不及时",公司本身,0
000546.SZ,2018,未依法履行其他职责,公司股东,0
000548.SZ,2019,未及时披露公司重大事项,公司股东,0
000548.SZ,2019,未及时披露公司重大事项,公司股东,0
000551.SZ,2021,未依法履行其他职责,公司控股参股公司,0
000552.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
000552.SZ,2020,未依法履行其他职责,公司本身,0
000553.SZ,2019,未依法履行其他职责,公司本身,0
000555.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000555.SZ,2019,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
000557.SZ,2019,未依法履行其他职责,公司控股参股公司,0
000557.SZ,2019,未依法履行其他职责,公司控股参股公司,0
000558.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
000558.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
000558.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000558.SZ,2021,未依法履行其他职责,公司本身,0
000558.SZ,2021,未及时披露公司重大事项,公司本身,0
000560.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000563.SZ,2019,未及时披露公司重大事项,公司本身,0
000563.SZ,2019,未依法履行其他职责,公司本身,0
000564.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000564.SZ,2020,未依法履行其他职责,公司股东,0
000565.SZ,2019,未依法履行其他职责,公司本身,0
000565.SZ,2019,未依法履行其他职责,公司本身,0
000566.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000566.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000566.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000566.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
000566.SZ,2018,未依法履行其他职责,公司控股参股公司,0
000566.SZ,2018,未及时披露公司重大事项,公司本身,0
000566.SZ,2019,未及时披露公司重大事项,公司本身,1
000566.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,2
000566.SZ,2020,"业绩预测结果不准确或不及时,未及时披露公司重大事项",公司本身,0
000566.SZ,2020,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
000566.SZ,2020,未依法履行其他职责,公司本身,0
000571.SZ,2018,未依法履行其他职责,公司股东,0
000571.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
000571.SZ,2019,未及时披露公司重大事项,公司本身,1
000571.SZ,2019,未依法履行其他职责,公司股东,0
000571.SZ,2019,未依法履行其他职责,公司本身,0
000571.SZ,2019,未依法履行其他职责,公司其它关联方,0
000571.SZ,2019,未依法履行其他职责,公司其它关联方,0
000571.SZ,2019,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000571.SZ,2019,未依法履行其他职责,公司本身,0
000571.SZ,2019,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000571.SZ,2019,未依法履行其他职责,公司本身,0
000571.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000571.SZ,2020,未依法履行其他职责,公司本身,1
000571.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
000571.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000571.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司其它关联方,0
000571.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司控股参股公司,0
000571.SZ,2020,未及时披露公司重大事项,公司本身,0
000571.SZ,2021,未依法履行其他职责,公司本身,1
000571.SZ,2021,未依法履行其他职责,公司其它关联方,0
000571.SZ,2021,未依法履行其他职责,公司其它关联方,0
000572.SZ,2021,未及时披露公司重大事项,公司本身,0
000573.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
000576.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000582.SZ,2021,未依法履行其他职责,公司本身,0
000586.SZ,2018,未及时披露公司重大事项,公司股东,0
000586.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
000586.SZ,2018,未及时披露公司重大事项,公司股东,0
000586.SZ,2018,未及时披露公司重大事项,公司股东,0
000586.SZ,2018,未及时披露公司重大事项,公司股东,0
000586.SZ,2018,未及时披露公司重大事项,公司股东,0
000586.SZ,2019,未依法履行其他职责,公司其它关联方,1
000586.SZ,2019,未依法履行其他职责,公司股东,0
000586.SZ,2020,未依法履行其他职责,公司其它关联方,1
000586.SZ,2020,未依法履行其他职责,公司股东,0
000586.SZ,2021,未及时披露公司重大事项,公司股东,1
000586.SZ,2021,未及时披露公司重大事项,公司股东,0
000587.SZ,2018,未及时披露公司重大事项,公司本身,0
000587.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
000587.SZ,2019,信息披露虚假或严重误导性陈述,公司本身,0
000587.SZ,2020,"未及时披露公司重大事项,信息披露虚假或严重误导性陈述",公司本身,1
000587.SZ,2020,未及时披露公司重大事项,公司股东,0
000587.SZ,2020,未及时披露公司重大事项,公司本身,0
000587.SZ,2020,未依法履行其他职责,公司本身,0
000587.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000587.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000587.SZ,2021,未及时披露公司重大事项,公司本身,1
000587.SZ,2021,未及时披露公司重大事项,公司本身,0
000587.SZ,2021,未及时披露公司重大事项,公司本身,0
000587.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
000587.SZ,2021,未及时披露公司重大事项,公司本身,0
000587.SZ,2021,未依法履行其他职责,公司本身,0
000589.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000589.SZ,2019,未依法履行其他职责,公司控股参股公司,1
000591.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
000591.SZ,2019,未及时披露公司重大事项,公司本身,1
000591.SZ,2020,未依法履行其他职责,公司本身,2
