AF_VIO_factor01,AF_VIO_factor02,AF_VIO_factor03,AF_VIO_factor04,consecutive
300344.SZ,2021,未依法履行其他职责,公司本身,0
300344.SZ,2021,未依法履行其他职责,公司其它关联方,0
300345.SZ,2018,"信息披露虚假或严重误导性陈述,未依法履行其他职责",公司本身,0
300345.SZ,2018,信息披露虚假或严重误导性陈述,公司本身,0
300346.SZ,2019,未及时披露公司重大事项,公司本身,0
300346.SZ,2020,未及时披露公司重大事项,公司本身,1
300350.SZ,2019,未依法履行其他职责,公司本身,0
300350.SZ,2020,业绩预测结果不准确或不及时,公司本身,1
300350.SZ,2021,业绩预测结果不准确或不及时,公司本身,2
300351.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
300356.SZ,2019,未依法履行其他职责,公司股东,0
300356.SZ,2019,"业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,0
300356.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,1
300356.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300356.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300356.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300356.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300356.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300356.SZ,2021,未及时披露公司重大事项,公司本身,1
300356.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300356.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300356.SZ,2021,未依法履行其他职责,公司股东,0
300356.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,0
300359.SZ,2020,未及时披露公司重大事项,公司本身,0
300362.SZ,2019,未依法履行其他职责,公司股东,0
300362.SZ,2019,未及时披露公司重大事项,公司本身,0
300362.SZ,2020,未依法履行其他职责,公司本身,1
300363.SZ,2019,未依法履行其他职责,公司本身,0
300363.SZ,2019,未及时披露公司重大事项,公司本身,0
300363.SZ,2020,"信息披露虚假或严重误导性陈述,未及时披露公司重大事项,未依法履行其他职责",公司本身,1
300365.SZ,2021,未及时披露公司重大事项,公司本身,0
300366.SZ,2018,未及时披露公司重大事项,公司本身,0
300367.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300367.SZ,2020,未及时披露公司重大事项,公司本身,1
300367.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300367.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300368.SZ,2020,未依法履行其他职责,公司本身,0
300369.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300370.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300370.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,1
300370.SZ,2021,未及时披露公司重大事项,公司本身,0
300370.SZ,2021,未依法履行其他职责,公司其它关联方,0
300370.SZ,2021,未依法履行其他职责,公司其它关联方,0
300373.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300375.SZ,2018,未依法履行其他职责,公司本身,0
300375.SZ,2019,业绩预测结果不准确或不及时,公司本身,1
300375.SZ,2019,未依法履行其他职责,公司其它关联方,0
300375.SZ,2019,未依法履行其他职责,公司本身,0
300376.SZ,2021,未依法履行其他职责,公司股东,0
300381.SZ,2018,未及时披露公司重大事项,公司本身,0
300381.SZ,2019,未依法履行其他职责,公司控股参股公司,1
300381.SZ,2019,未依法履行其他职责,公司控股参股公司,0
300381.SZ,2020,未依法履行其他职责,公司控股参股公司,1
300381.SZ,2021,未依法履行其他职责,公司控股参股公司,2
300382.SZ,2019,未依法履行其他职责,公司股东,0
300382.SZ,2019,未依法履行其他职责,公司股东,0
300382.SZ,2020,"信息披露虚假或严重误导性陈述,未及时披露公司重大事项",公司本身,1
300382.SZ,2020,"信息披露虚假或严重误导性陈述,未及时披露公司重大事项",公司本身,0
300383.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300387.SZ,2018,未依法履行其他职责,公司控股参股公司,0
300387.SZ,2020,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
300387.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300387.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300387.SZ,2021,未依法履行其他职责,公司其它关联方,1
300387.SZ,2021,未依法履行其他职责,公司股东,0
300387.SZ,2021,未依法履行其他职责,公司本身,0
300387.SZ,2021,未依法履行其他职责,公司股东,0
300387.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
300387.SZ,2021,未及时披露公司重大事项,公司本身,0
300388.SZ,2018,未及时披露公司重大事项,公司本身,0
300388.SZ,2019,未依法履行其他职责,公司本身,1
300389.SZ,2018,未依法履行其他职责,公司股东,0
300392.SZ,2018,"业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,0
300392.SZ,2019,信息披露虚假或严重误导性陈述,公司本身,1
300392.SZ,2019,"信息披露虚假或严重误导性陈述,未依法履行其他职责",公司本身,0
300392.SZ,2019,未依法履行其他职责,公司本身,0
300392.SZ,2021,"业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,0
300392.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
300392.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300393.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,0
300393.SZ,2021,未依法履行其他职责,公司本身,0
300393.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300394.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300394.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300394.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300394.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300400.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
300400.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300401.SZ,2018,未依法履行其他职责,公司股东,0
300401.SZ,2018,未依法履行其他职责,公司股东,0
300405.SZ,2021,未依法履行其他职责,公司其它关联方,0
300405.SZ,2021,未依法履行其他职责,公司其它关联方,0
300405.SZ,2021,未依法履行其他职责,公司本身,0
300407.SZ,2020,未及时披露公司重大事项,公司本身,0
300410.SZ,2018,未及时披露公司重大事项,公司股东,0
300410.SZ,2020,未依法履行其他职责,公司本身,0
300410.SZ,2020,未及时披露公司重大事项,公司本身,0
300410.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
300410.SZ,2020,未依法履行其他职责,公司股东,0
300410.SZ,2020,未依法履行其他职责,公司本身,0
300410.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,1
300410.SZ,2021,未依法履行其他职责,公司本身,0
300410.SZ,2021,未依法履行其他职责,公司本身,0
300411.SZ,2019,"信息披露虚假或严重误导性陈述,未及时披露公司重大事项",公司本身,0
300411.SZ,2019,未依法履行其他职责,公司本身,0
300411.SZ,2020,"业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,1
300411.SZ,2020,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
300411.SZ,2020,未依法履行其他职责,公司本身,0
300411.SZ,2021,未依法履行其他职责,公司控股参股公司,1
300411.SZ,2021,未依法履行其他职责,公司控股参股公司,0
300413.SZ,2018,未依法履行其他职责,公司股东,0
300413.SZ,2019,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,1
300419.SZ,2019,未依法履行其他职责,公司本身,0
300421.SZ,2021,未及时披露公司重大事项,公司本身,0
300422.SZ,2021,未依法履行其他职责,公司股东,0
300424.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300425.SZ,2018,未依法履行其他职责,公司控股参股公司,0
300425.SZ,2018,未依法履行其他职责,公司本身,0
300425.SZ,2019,未依法履行其他职责,公司股东,1
300426.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
300426.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
300426.SZ,2020,业绩预测结果不准确或不及时,公司本身,1
300427.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300427.SZ,2021,未依法履行其他职责,公司本身,1
300427.SZ,2021,未依法履行其他职责,公司其它关联方,0
300431.SZ,2018,未依法履行其他职责,公司本身,0
300431.SZ,2019,信息披露虚假或严重误导性陈述,公司本身,1
300431.SZ,2019,未及时披露公司重大事项,公司本身,0
300431.SZ,2019,未及时披露公司重大事项,公司本身,0
300431.SZ,2019,未依法履行其他职责,公司本身,0
300431.SZ,2019,未依法履行其他职责,公司本身,0
300431.SZ,2020,"未按时披露定期报告,未及时披露公司重大事项",公司本身,1
300431.SZ,2020,未按时披露定期报告,公司本身,0
300431.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
300432.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,0
300432.SZ,2021,未及时披露公司重大事项,公司本身,0
300432.SZ,2021,未及时披露公司重大事项,公司本身,0
300436.SZ,2020,未及时披露公司重大事项,公司本身,0
300437.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300437.SZ,2021,未及时披露公司重大事项,公司本身,0
300441.SZ,2021,未及时披露公司重大事项,公司本身,0
300442.SZ,2018,未依法履行其他职责,公司股东,0
300442.SZ,2019,业绩预测结果不准确或不及时,公司本身,1
300442.SZ,2019,未依法履行其他职责,公司股东,0
300442.SZ,2019,未及时披露公司重大事项,公司股东,0
300442.SZ,2019,未及时披露公司重大事项,公司股东,0
300442.SZ,2019,未及时披露公司重大事项,公司股东,0
300442.SZ,2019,未依法履行其他职责,公司股东,0
300442.SZ,2019,未依法履行其他职责,公司股东,0
300442.SZ,2019,未依法履行其他职责,公司股东,0
300442.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300449.SZ,2019,未依法履行其他职责,公司控股参股公司,0
300449.SZ,2021,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
300452.SZ,2021,未依法履行其他职责,公司控股参股公司,0
300457.SZ,2021,"业绩预测结果不准确或不及时,未及时披露公司重大事项",公司本身,0
300459.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300459.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300459.SZ,2021,未依法履行其他职责,公司股东,1
300459.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,0
300459.SZ,2021,未及时披露公司重大事项,公司本身,0
300459.SZ,2021,未依法履行其他职责,公司本身,0
300459.SZ,2021,未依法履行其他职责,公司股东,0
300460.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
300460.SZ,2020,业绩预测结果不准确或不及时,公司本身,1
300461.SZ,2019,未依法履行其他职责,公司本身,0
300461.SZ,2020,业绩预测结果不准确或不及时,公司本身,1
300461.SZ,2020,"未及时披露公司重大事项,业绩预测结果不准确或不及时",公司本身,0
300461.SZ,2020,未依法履行其他职责,公司本身,0
300461.SZ,2020,未依法履行其他职责,公司本身,0
300461.SZ,2020,"未及时披露公司重大事项,业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,0
300461.SZ,2021,未依法履行其他职责,公司股东,1
300461.SZ,2021,未依法履行其他职责,公司本身,0
300461.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,0
300464.SZ,2020,信息披露虚假或严重误导性陈述,公司本身,0
300464.SZ,2020,未及时披露公司重大事项,公司本身,0
300464.SZ,2021,"未及时披露公司重大事项,信息披露虚假或严重误导性陈述",公司本身,1
300464.SZ,2021,未依法履行其他职责,公司股东,0
300464.SZ,2021,未依法履行其他职责,公司本身,0
300466.SZ,2020,"业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,0
300466.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
300467.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
300467.SZ,2021,未依法履行其他职责,公司其它关联方,0
300467.SZ,2021,未依法履行其他职责,公司其它关联方,0
300469.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
300469.SZ,2021,未及时披露公司重大事项,公司股东,1
300469.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司其它关联方,0
300469.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司其它关联方,0
300469.SZ,2021,业绩预测结果不准确或不及时,公司本身,0
300471.SZ,2019,"信息披露虚假或严重误导性陈述,未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300472.SZ,2018,未依法履行其他职责,公司控股参股公司,0
300472.SZ,2019,未及时披露公司重大事项,公司本身,1
300472.SZ,2020,未及时披露公司重大事项,公司本身,2
300472.SZ,2021,未及时披露公司重大事项,公司本身,2
300472.SZ,2021,业绩预测结果不准确或不及时,公司本身,0
300472.SZ,2021,未依法履行其他职责,公司股东,0
300472.SZ,2021,业绩预测结果不准确或不及时,公司本身,0
300474.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300474.SZ,2019,未及时披露公司重大事项,公司股东,1
300476.SZ,2021,未及时披露公司重大事项,公司其它关联方,0
300476.SZ,2021,未及时披露公司重大事项,公司股东,0
300477.SZ,2020,未及时披露公司重大事项,公司本身,0
300477.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
300478.SZ,2019,未依法履行其他职责,公司本身,0
300478.SZ,2020,"未依法履行其他职责,未及时披露公司重大事项",公司本身,1
300478.SZ,2020,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
300478.SZ,2020,未及时披露公司重大事项,公司本身,0
300478.SZ,2021,未依法履行其他职责,公司本身,1
300478.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
300478.SZ,2021,未及时披露公司重大事项,公司本身,0
300479.SZ,2019,未及时披露公司重大事项,公司股东,0
300482.SZ,2018,未依法履行其他职责,公司股东,0
300485.SZ,2018,未及时披露公司重大事项,公司本身,0
300485.SZ,2019,未依法履行其他职责,公司控股参股公司,1
300487.SZ,2021,"信息披露虚假或严重误导性陈述,未依法履行其他职责",公司本身,0
300489.SZ,2021,未依法履行其他职责,公司其它关联方,0
300489.SZ,2021,未依法履行其他职责,公司本身,0
300489.SZ,2021,未依法履行其他职责,公司其它关联方,0
300489.SZ,2021,未依法履行其他职责,公司其它关联方,0
300489.SZ,2021,未依法履行其他职责,公司其它关联方,0
300489.SZ,2021,未依法履行其他职责,公司其它关联方,0
300489.SZ,2021,未依法履行其他职责,公司其它关联方,0
300489.SZ,2021,未及时披露公司重大事项,公司本身,0
300489.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
300490.SZ,2018,未依法履行其他职责,公司股东,0
300490.SZ,2018,未依法履行其他职责,公司控股参股公司,0
300490.SZ,2018,未依法履行其他职责,公司控股参股公司,0
300490.SZ,2021,未依法履行其他职责,公司股东,0
300490.SZ,2021,未依法履行其他职责,公司股东,0
300491.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
300491.SZ,2021,未及时披露公司重大事项,公司本身,0
300493.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司其它关联方,0
300493.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司其它关联方,0
300493.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300493.SZ,2021,业绩预测结果不准确或不及时,公司本身,0
300495.SZ,2021,未依法履行其他职责,公司本身,0
300495.SZ,2021,未依法履行其他职责,公司本身,0
300495.SZ,2021,"业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,0
300495.SZ,2021,业绩预测结果不准确或不及时,公司本身,0
300495.SZ,2021,未及时披露公司重大事项,公司本身,0
300497.SZ,2018,未及时披露公司重大事项,公司本身,0
300497.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300497.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
300500.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,0
300501.SZ,2019,未及时披露公司重大事项,公司本身,0
300508.SZ,2021,未及时披露公司重大事项,公司本身,0
300509.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300510.SZ,2019,未及时披露公司重大事项,公司本身,0
300510.SZ,2021,未及时披露公司重大事项,公司股东,0
300511.SZ,2018,未依法履行其他职责,公司股东,0
300511.SZ,2018,未依法履行其他职责,公司控股参股公司,0
300526.SZ,2019,未依法履行其他职责,公司股东,0
300526.SZ,2020,未及时披露公司重大事项,公司本身,1
300526.SZ,2020,信息披露虚假或严重误导性陈述,公司本身,0
300526.SZ,2020,未及时披露公司重大事项,公司本身,0
300526.SZ,2021,"信息披露虚假或严重误导性陈述,未依法履行其他职责",公司本身,1
300526.SZ,2021,未依法履行其他职责,公司本身,0
300526.SZ,2021,未依法履行其他职责,公司其它关联方,0
300526.SZ,2021,未依法履行其他职责,公司其它关联方,0
300528.SZ,2020,"未及时披露公司重大事项,信息披露虚假或严重误导性陈述",公司本身,0
300530.SZ,2018,未依法履行其他职责,公司本身,0
300530.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
300530.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
300532.SZ,2021,未及时披露公司重大事项,公司本身,0
300535.SZ,2018,未依法履行其他职责,公司本身,0
300535.SZ,2019,未依法履行其他职责,公司控股参股公司,1
300537.SZ,2019,未依法履行其他职责,公司股东,0
300540.SZ,2019,未依法履行其他职责,公司本身,0
300547.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300548.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
300554.SZ,2018,未依法履行其他职责,公司本身,0
300560.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300560.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300560.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300561.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300567.SZ,2019,未依法履行其他职责,公司股东,0
300567.SZ,2020,未依法履行其他职责,公司股东,1
300567.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,2
300568.SZ,2018,未依法履行其他职责,公司本身,0
300568.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300571.SZ,2020,未及时披露公司重大事项,公司本身,0
300571.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
300572.SZ,2018,未依法履行其他职责,公司股东,0
300575.SZ,2018,未依法履行其他职责,公司本身,0
300575.SZ,2019,未依法履行其他职责,公司控股参股公司,1
300575.SZ,2020,未依法履行其他职责,公司控股参股公司,2
300577.SZ,2018,未依法履行其他职责,公司本身,0
300581.SZ,2019,未及时披露公司重大事项,公司本身,0
300581.SZ,2019,未及时披露公司重大事项,公司本身,0
300583.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300583.SZ,2021,未依法履行其他职责,公司本身,1
300583.SZ,2021,未依法履行其他职责,公司其它关联方,0
300583.SZ,2021,未依法履行其他职责,公司股东,0
300586.SZ,2021,未及时披露公司重大事项,公司本身,0
300587.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300591.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300593.SZ,2018,未及时披露公司重大事项,公司股东,0
300595.SZ,2018,未依法履行其他职责,公司股东,0
300598.SZ,2018,未依法履行其他职责,公司股东,0
300598.SZ,2018,未依法履行其他职责,公司股东,0
300598.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
300599.SZ,2018,未依法履行其他职责,公司本身,0
300599.SZ,2019,未依法履行其他职责,公司控股参股公司,1
300602.SZ,2021,未依法履行其他职责,公司其它关联方,0
300605.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300606.SZ,2020,未及时披露公司重大事项,公司本身,0
300608.SZ,2019,未及时披露公司重大事项,公司本身,0
300609.SZ,2018,未及时披露公司重大事项,公司本身,0
300609.SZ,2018,未及时披露公司重大事项,公司本身,0
300611.SZ,2020,未依法履行其他职责,公司股东,0
300611.SZ,2020,未依法履行其他职责,公司股东,0
300615.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300617.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300629.SZ,2018,未按时披露定期报告,公司本身,0
300630.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司股东,0
300630.SZ,2018,未及时披露公司重大事项,公司本身,0
300630.SZ,2019,未依法履行其他职责,公司股东,1
300632.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300632.SZ,2018,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
300633.SZ,2021,未依法履行其他职责,公司其它关联方,0
300633.SZ,2021,未依法履行其他职责,公司其它关联方,0
300636.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300637.SZ,2019,未依法履行其他职责,公司本身,0
300637.SZ,2020,未依法履行其他职责,公司本身,1
300637.SZ,2020,未依法履行其他职责,公司本身,0
300642.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300643.SZ,2020,未依法履行其他职责,公司本身,0
300644.SZ,2020,信息披露虚假或严重误导性陈述,公司本身,0
300644.SZ,2020,信息披露虚假或严重误导性陈述,公司本身,0
300644.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,1
300645.SZ,2020,未依法履行其他职责,公司本身,0
300645.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
300645.SZ,2021,未及时披露公司重大事项,公司本身,0
300648.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300655.SZ,2021,未及时披露公司重大事项,公司本身,0
300656.SZ,2020,业绩预测结果不准确或不及时,公司本身,0
300657.SZ,2018,未依法履行其他职责,公司股东,0
300657.SZ,2021,未及时披露公司重大事项,公司本身,0
300661.SZ,2019,未及时披露公司重大事项,公司股东,0
300662.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300663.SZ,2021,未及时披露公司重大事项,公司本身,0
300664.SZ,2018,未依法履行其他职责,公司控股参股公司,0
300664.SZ,2018,未依法履行其他职责,公司控股参股公司,0
300664.SZ,2020,未依法履行其他职责,公司控股参股公司,0
300664.SZ,2020,未依法履行其他职责,公司本身,0
300664.SZ,2021,未依法履行其他职责,公司控股参股公司,1
300664.SZ,2021,未依法履行其他职责,公司控股参股公司,0
300664.SZ,2021,未依法履行其他职责,公司控股参股公司,0
300664.SZ,2021,未依法履行其他职责,公司控股参股公司,0
300665.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300666.SZ,2019,未依法履行其他职责,公司股东,0
300666.SZ,2020,未依法履行其他职责,公司股东,1
300670.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300670.SZ,2021,"未及时披露公司重大事项,信息披露虚假或严重误导性陈述",公司本身,1
300670.SZ,2021,未及时披露公司重大事项,公司本身,0
300670.SZ,2021,未依法履行其他职责,公司本身,0
300671.SZ,2021,未及时披露公司重大事项,公司股东,0
300672.SZ,2019,未依法履行其他职责,公司股东,0
300673.SZ,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300676.SZ,2019,未依法履行其他职责,公司本身,0
300677.SZ,2021,未依法履行其他职责,公司本身,0
300679.SZ,2018,未依法履行其他职责,公司本身,0
300679.SZ,2019,未依法履行其他职责,公司控股参股公司,1
300682.SZ,2020,未依法履行其他职责,公司本身,0
300683.SZ,2019,未按时披露定期报告,公司本身,0
300692.SZ,2021,未及时披露公司重大事项,公司本身,0
300699.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300699.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300700.SZ,2018,未依法履行其他职责,公司本身,0
300700.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300700.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300700.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300700.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300700.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300700.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300703.SZ,2021,未依法履行其他职责,公司本身,0
300703.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,0
300705.SZ,2019,未依法履行其他职责,公司本身,0
300707.SZ,2019,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300707.SZ,2020,未依法履行其他职责,公司股东,1
300707.SZ,2020,未依法履行其他职责,公司股东,0
300707.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
300709.SZ,2021,未依法履行其他职责,公司股东,0
300710.SZ,2021,未依法履行其他职责,公司本身,0
300716.SZ,2021,业绩预测结果不准确或不及时,公司本身,0
300718.SZ,2019,未依法履行其他职责,公司本身,0
300721.SZ,2018,未及时披露公司重大事项,公司本身,0
300721.SZ,2021,未依法履行其他职责,公司控股参股公司,0
300721.SZ,2021,未及时披露公司重大事项,公司本身,0
300726.SZ,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
300727.SZ,2018,未依法履行其他职责,公司本身,0
300731.SZ,2019,未依法履行其他职责,公司股东,0
300732.SZ,2020,未依法履行其他职责,公司本身,0
300739.SZ,2019,未依法履行其他职责,公司本身,0
300742.SZ,2019,信息披露虚假或严重误导性陈述,公司本身,0
300742.SZ,2019,"未依法履行其他职责,业绩预测结果不准确或不及时",公司本身,0
300742.SZ,2019,未及时披露公司重大事项,公司本身,0
300742.SZ,2019,业绩预测结果不准确或不及时,公司本身,0
300742.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
300761.SZ,2020,未及时披露公司重大事项,公司股东,0
300766.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,0
300766.SZ,2021,信息披露虚假或严重误导性陈述,公司本身,0
300769.SZ,2019,未依法履行其他职责,公司控股参股公司,0
300769.SZ,2021,未依法履行其他职责,公司控股参股公司,0
300772.SZ,2020,未依法履行其他职责,公司股东,0
300773.SZ,2018,未依法履行其他职责,公司本身,0
300773.SZ,2018,未依法履行其他职责,公司本身,0
300773.SZ,2018,未依法履行其他职责,公司本身,0
300773.SZ,2018,未依法履行其他职责,公司本身,0
300773.SZ,2019,未依法履行其他职责,公司本身,1
300795.SZ,2021,"业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,0
300795.SZ,2021,"业绩预测结果不准确或不及时,未依法履行其他职责",公司本身,0
300798.SZ,2020,未依法履行其他职责,公司控股参股公司,0
300801.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300801.SZ,2020,信息披露虚假或严重误导性陈述,公司本身,0
300801.SZ,2020,未及时披露公司重大事项,公司本身,0
300801.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,1
300806.SZ,2020,未依法履行其他职责,公司控股参股公司,0
300807.SZ,2021,未及时披露公司重大事项,公司本身,0
300815.SZ,2021,未及时披露公司重大事项,公司本身,0
300836.SZ,2021,业绩预测结果不准确或不及时,公司本身,0
300836.SZ,2021,业绩预测结果不准确或不及时,公司本身,0
300841.SZ,2021,未依法履行其他职责,公司其它关联方,0
300890.SZ,2021,未依法履行其他职责,公司股东,0
300898.SZ,2020,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300898.SZ,2021,未及时披露公司重大事项,公司本身,1
300916.SZ,2021,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
300933.SZ,2021,未依法履行其他职责,公司本身,0
300957.SZ,2021,未依法履行其他职责,公司本身,0
300972.SZ,2019,未依法履行其他职责,公司控股参股公司,0
