AF_CMP_factor01,AF_CMP_factor02,AF_CMP_factor03,AF_CMP_factor04,AF_CMP_factor05,AF_CMP_factor06,consecutive
603920.SH,世运电路,广东世运电路科技股份有限公司,2017-04-26 00:00:00,,信息技术,0
603922.SH,金鸿顺,苏州金鸿顺汽车部件股份有限公司,2017-10-23 00:00:00,,可选消费,0
603926.SH,铁流股份,浙江铁流离合器股份有限公司,2017-05-10 00:00:00,,可选消费,0
603927.SH,中科软,中科软科技股份有限公司,2019-09-09 00:00:00,,信息技术,0
603928.SH,兴业股份,苏州兴业材料科技股份有限公司,2016-12-12 00:00:00,,材料,0
603929.SH,亚翔集成,亚翔系统集成科技(苏州)股份有限公司,2016-12-30 00:00:00,,工业,0
603931.SH,格林达,杭州格林达电子材料股份有限公司,2020-08-19 00:00:00,,材料,0
603933.SH,睿能科技,福建睿能科技股份有限公司,2017-07-06 00:00:00,,信息技术,0
603936.SH,博敏电子,博敏电子股份有限公司,2015-12-09 00:00:00,,信息技术,0
603937.SH,丽岛新材,江苏丽岛新材料股份有限公司,2017-11-02 00:00:00,,材料,0
603938.SH,三孚股份,唐山三孚硅业股份有限公司,2017-06-28 00:00:00,,材料,0
603939.SH,益丰药房,益丰大药房连锁股份有限公司,2015-02-17 00:00:00,,日常消费,0
603948.SH,建业股份,浙江建业化工股份有限公司,2020-03-02 00:00:00,,材料,0
603949.SH,雪龙集团,雪龙集团股份有限公司,2020-03-10 00:00:00,,可选消费,0
603950.SH,长源东谷,襄阳长源东谷实业股份有限公司,2020-05-26 00:00:00,,可选消费,0
603955.SH,大千生态,大千生态环境集团股份有限公司,2017-03-10 00:00:00,,工业,0
603956.SH,威派格,上海威派格智慧水务股份有限公司,2019-02-22 00:00:00,,工业,0
603958.SH,哈森股份,哈森商贸(中国)股份有限公司,2016-06-29 00:00:00,,可选消费,0
603959.SH,百利科技,湖南百利工程科技股份有限公司,2016-05-17 00:00:00,,工业,0
603960.SH,克来机电,上海克来机电自动化工程股份有限公司,2017-03-14 00:00:00,,工业,0
603963.SH,大理药业,大理药业股份有限公司,2017-09-22 00:00:00,,医疗保健,0
603966.SH,法兰泰克,法兰泰克重工股份有限公司,2017-01-25 00:00:00,,工业,0
603967.SH,中创物流,中创物流股份有限公司,2019-04-29 00:00:00,,工业,0
603968.SH,醋化股份,南通醋酸化工股份有限公司,2015-05-18 00:00:00,,材料,0
603969.SH,银龙股份,天津银龙预应力材料股份有限公司,2015-02-27 00:00:00,,材料,0
603970.SH,中农立华,中农立华生物科技股份有限公司,2017-11-16 00:00:00,,工业,0
603976.SH,正川股份,重庆正川医药包装材料股份有限公司,2017-08-22 00:00:00,,医疗保健,0
603977.SH,国泰集团,江西国泰集团股份有限公司,2016-11-11 00:00:00,,材料,0
603978.SH,深圳新星,深圳市新星轻合金材料股份有限公司,2017-08-07 00:00:00,,材料,0
603979.SH,金诚信,金诚信矿业管理股份有限公司,2015-06-30 00:00:00,,材料,0
603980.SH,吉华集团,浙江吉华集团股份有限公司,2017-06-15 00:00:00,,材料,0
603982.SH,泉峰汽车,南京泉峰汽车精密技术股份有限公司,2019-05-22 00:00:00,,可选消费,0
603983.SH,丸美股份,广东丸美生物技术股份有限公司,2019-07-25 00:00:00,,日常消费,0
603985.SH,恒润股份,江阴市恒润重工股份有限公司,2017-05-05 00:00:00,,工业,0
603986.SH,兆易创新,兆易创新科技集团股份有限公司,2016-08-18 00:00:00,,信息技术,0
603987.SH,康德莱,上海康德莱企业发展集团股份有限公司,2016-11-21 00:00:00,,医疗保健,0
603988.SH,中电电机,中电电机股份有限公司,2014-11-04 00:00:00,,工业,0
603989.SH,艾华集团,湖南艾华集团股份有限公司,2015-05-15 00:00:00,,信息技术,0
603990.SH,麦迪科技,苏州麦迪斯顿医疗科技股份有限公司,2016-12-08 00:00:00,,信息技术,0
603991.SH,至正股份,深圳至正高分子材料股份有限公司,2017-03-08 00:00:00,,材料,0
603992.SH,松霖科技,厦门松霖科技股份有限公司,2019-08-26 00:00:00,,工业,0
603993.SH,洛阳钼业,洛阳栾川钼业集团股份有限公司,2012-10-09 00:00:00,,材料,0
603995.SH,甬金股份,浙江甬金金属科技股份有限公司,2019-12-24 00:00:00,,材料,0
603997.SH,继峰股份,宁波继峰汽车零部件股份有限公司,2015-03-02 00:00:00,,可选消费,0
603998.SH,方盛制药,湖南方盛制药股份有限公司,2014-12-05 00:00:00,,医疗保健,0
603999.SH,读者传媒,读者出版传媒股份有限公司,2015-12-10 00:00:00,,可选消费,0
605001.SH,威奥股份,青岛威奥轨道股份有限公司,2020-05-22 00:00:00,,工业,0
605003.SH,众望布艺,众望布艺股份有限公司,2020-09-08 00:00:00,,可选消费,0
605005.SH,合兴股份,合兴汽车电子股份有限公司,2021-01-19 00:00:00,,可选消费,0
605006.SH,山东玻纤,山东玻纤集团股份有限公司,2020-09-03 00:00:00,,材料,0
605007.SH,五洲特纸,五洲特种纸业集团股份有限公司,2020-11-10 00:00:00,,材料,0
605008.SH,长鸿高科,宁波长鸿高分子科技股份有限公司,2020-08-21 00:00:00,,材料,0
605009.SH,豪悦护理,杭州豪悦护理用品股份有限公司,2020-09-11 00:00:00,,日常消费,0
605011.SH,杭州热电,杭州热电集团股份有限公司,2021-06-30 00:00:00,,公用事业,0
605016.SH,百龙创园,山东百龙创园生物科技股份有限公司,2021-04-21 00:00:00,,日常消费,0
605018.SH,长华股份,长华控股集团股份有限公司,2020-09-29 00:00:00,,可选消费,0
605020.SH,永和股份,浙江永和制冷股份有限公司,2021-07-09 00:00:00,,材料,0
605028.SH,世茂能源,宁波世茂能源股份有限公司,2021-07-12 00:00:00,,公用事业,0
605033.SH,美邦股份,陕西美邦药业集团股份有限公司,2021-09-16 00:00:00,,材料,0
605050.SH,福然德,福然德股份有限公司,2020-09-24 00:00:00,,工业,0
605055.SH,迎丰股份,浙江迎丰科技股份有限公司,2021-01-29 00:00:00,,可选消费,0
605056.SH,咸亨国际,咸亨国际科技股份有限公司,2021-07-20 00:00:00,,可选消费,0
605058.SH,澳弘电子,常州澳弘电子股份有限公司,2020-10-21 00:00:00,,信息技术,0
605060.SH,联德股份,杭州联德精密机械股份有限公司,2021-03-01 00:00:00,,工业,0
605066.SH,天正电气,浙江天正电气股份有限公司,2020-08-07 00:00:00,,工业,0
605068.SH,明新旭腾,明新旭腾新材料股份有限公司,2020-11-23 00:00:00,,可选消费,0
605069.SH,正和生态,北京正和恒基滨水生态环境治理股份有限公司,2021-08-16 00:00:00,,工业,0
605077.SH,华康股份,浙江华康药业股份有限公司,2021-02-09 00:00:00,,日常消费,0
605080.SH,浙江自然,浙江大自然户外用品股份有限公司,2021-05-06 00:00:00,,可选消费,0
605081.SH,太和水,上海太和水科技发展股份有限公司,2021-02-09 00:00:00,,工业,0
605086.SH,龙高股份,龙岩高岭土股份有限公司,2021-04-16 00:00:00,,材料,0
605088.SH,冠盛股份,温州市冠盛汽车零部件集团股份有限公司,2020-08-17 00:00:00,,可选消费,0
605089.SH,味知香,苏州市味知香食品股份有限公司,2021-04-27 00:00:00,,日常消费,0
605090.SH,九丰能源,江西九丰能源股份有限公司,2021-05-25 00:00:00,,公用事业,0
605098.SH,行动教育,上海行动教育科技股份有限公司,2021-04-21 00:00:00,,可选消费,0
605099.SH,共创草坪,江苏共创人造草坪股份有限公司,2020-09-30 00:00:00,,材料,0
605100.SH,华丰股份,华丰动力股份有限公司,2020-08-11 00:00:00,,工业,0
605108.SH,同庆楼,同庆楼餐饮股份有限公司,2020-07-16 00:00:00,,可选消费,0
605111.SH,新洁能,无锡新洁能股份有限公司,2020-09-28 00:00:00,,信息技术,0
605116.SH,奥锐特,奥锐特药业股份有限公司,2020-09-21 00:00:00,,医疗保健,0
605117.SH,德业股份,宁波德业科技股份有限公司,2021-04-20 00:00:00,,可选消费,0
605118.SH,力鼎光电,厦门力鼎光电股份有限公司,2020-07-30 00:00:00,,信息技术,0
605122.SH,四方新材,重庆四方新材股份有限公司,2021-03-10 00:00:00,,材料,0
605123.SH,派克新材,无锡派克新材料科技股份有限公司,2020-08-25 00:00:00,,工业,0
605128.SH,上海沿浦,上海沿浦金属制品股份有限公司,2020-09-15 00:00:00,,可选消费,0
605133.SH,嵘泰股份,江苏嵘泰工业股份有限公司,2021-02-24 00:00:00,,可选消费,0
605136.SH,丽人丽妆,上海丽人丽妆化妆品股份有限公司,2020-09-29 00:00:00,,可选消费,0
605138.SH,盛泰集团,浙江盛泰服装集团股份有限公司,2021-10-27 00:00:00,,可选消费,0
605151.SH,西上海,西上海汽车服务股份有限公司,2020-12-15 00:00:00,,可选消费,0
605155.SH,西大门,浙江西大门新材料股份有限公司,2020-12-31 00:00:00,,材料,0
605158.SH,华达新材,浙江华达新型材料股份有限公司,2020-08-05 00:00:00,,材料,0
605162.SH,新中港,浙江新中港热电股份有限公司,2021-07-07 00:00:00,,公用事业,0
605166.SH,聚合顺,杭州聚合顺新材料股份有限公司,2020-06-18 00:00:00,,材料,0
605167.SH,利柏特,江苏利柏特股份有限公司,2021-07-26 00:00:00,,工业,0
605168.SH,三人行,三人行传媒集团股份有限公司,2020-05-28 00:00:00,,可选消费,0
605169.SH,洪通燃气,新疆洪通燃气股份有限公司,2020-10-30 00:00:00,,公用事业,0
605177.SH,东亚药业,浙江东亚药业股份有限公司,2020-11-25 00:00:00,,医疗保健,0
605178.SH,时空科技,北京新时空科技股份有限公司,2020-08-21 00:00:00,,工业,0
605179.SH,一鸣食品,浙江一鸣食品股份有限公司,2020-12-28 00:00:00,,日常消费,0
605180.SH,华生科技,浙江华生科技股份有限公司,2021-04-30 00:00:00,,可选消费,0
605183.SH,确成股份,确成硅化学股份有限公司,2020-12-07 00:00:00,,材料,0
605186.SH,健麾信息,上海健麾信息技术股份有限公司,2020-12-22 00:00:00,,医疗保健,0
605188.SH,国光连锁,江西国光商业连锁股份有限公司,2020-07-28 00:00:00,,日常消费,0
605189.SH,富春染织,芜湖富春染织股份有限公司,2021-05-28 00:00:00,,可选消费,0
605196.SH,华通线缆,河北华通线缆集团股份有限公司,2021-05-11 00:00:00,,工业,0
605198.SH,德利股份,烟台北方安德利果汁股份有限公司,2020-09-18 00:00:00,,日常消费,0
605199.SH,葫芦娃,海南葫芦娃药业集团股份有限公司,2020-07-10 00:00:00,,医疗保健,0
605208.SH,永茂泰,上海永茂泰汽车科技股份有限公司,2021-03-08 00:00:00,,材料,0
605218.SH,伟时电子,伟时电子股份有限公司,2020-09-28 00:00:00,,信息技术,0
605222.SH,起帆电缆,上海起帆电缆股份有限公司,2020-07-31 00:00:00,,工业,0
605228.SH,神通科技,神通科技集团股份有限公司,2021-01-20 00:00:00,,可选消费,0
605255.SH,天普股份,宁波市天普橡胶科技股份有限公司,2020-08-25 00:00:00,,可选消费,0
605258.SH,协和电子,江苏协和电子股份有限公司,2020-12-03 00:00:00,,信息技术,0
605259.SH,绿田机械,绿田机械股份有限公司,2021-06-15 00:00:00,,可选消费,0
605266.SH,健之佳,云南健之佳健康连锁店股份有限公司,2020-12-01 00:00:00,,日常消费,0
605268.SH,王力安防,王力安防科技股份有限公司,2021-02-24 00:00:00,,可选消费,0
605277.SH,新亚电子,新亚电子股份有限公司,2021-01-06 00:00:00,,信息技术,0
605286.SH,同力日升,江苏同力日升机械股份有限公司,2021-03-22 00:00:00,,工业,0
605287.SH,德才股份,德才装饰股份有限公司,2021-07-06 00:00:00,,工业,0
605288.SH,凯迪股份,常州市凯迪电器股份有限公司,2020-06-01 00:00:00,,工业,0
605289.SH,罗曼股份,上海罗曼照明科技股份有限公司,2021-04-26 00:00:00,,工业,0
605296.SH,神农集团,云南神农农业产业集团股份有限公司,2021-05-28 00:00:00,,日常消费,0
605298.SH,必得科技,江苏必得科技股份有限公司,2021-03-01 00:00:00,,工业,0
605299.SH,舒华体育,舒华体育股份有限公司,2020-12-15 00:00:00,,可选消费,0
605300.SH,佳禾食品,佳禾食品工业股份有限公司,2021-04-30 00:00:00,,日常消费,0
605303.SH,园林股份,杭州市园林绿化股份有限公司,2021-03-01 00:00:00,,工业,0
605305.SH,中际联合,中际联合(北京)科技股份有限公司,2021-05-06 00:00:00,,工业,0
605318.SH,法狮龙,法狮龙家居建材股份有限公司,2020-08-03 00:00:00,,工业,0
605319.SH,无锡振华,无锡市振华汽车部件股份有限公司,2021-06-07 00:00:00,,可选消费,0
605333.SH,沪光股份,昆山沪光汽车电器股份有限公司,2020-08-18 00:00:00,,可选消费,0
605336.SH,帅丰电器,浙江帅丰电器股份有限公司,2020-10-19 00:00:00,,可选消费,0
605337.SH,李子园,浙江李子园食品股份有限公司,2021-02-08 00:00:00,,日常消费,0
605338.SH,巴比食品,中饮巴比食品股份有限公司,2020-10-12 00:00:00,,日常消费,0
605339.SH,南侨食品,南侨食品集团(上海)股份有限公司,2021-05-18 00:00:00,,日常消费,0
605358.SH,立昂微,杭州立昂微电子股份有限公司,2020-09-11 00:00:00,,信息技术,0
605365.SH,立达信,立达信物联科技股份有限公司,2021-07-20 00:00:00,,可选消费,0
605366.SH,宏柏新材,江西宏柏新材料股份有限公司,2020-08-12 00:00:00,,材料,0
605368.SH,蓝天燃气,河南蓝天燃气股份有限公司,2021-01-29 00:00:00,,公用事业,0
605369.SH,拱东医疗,浙江拱东医疗器械股份有限公司,2020-09-16 00:00:00,,医疗保健,0
605376.SH,博迁新材,江苏博迁新材料股份有限公司,2020-12-08 00:00:00,,材料,0
605377.SH,华旺科技,杭州华旺新材料科技股份有限公司,2020-12-28 00:00:00,,材料,0
605378.SH,野马电池,浙江野马电池股份有限公司,2021-04-12 00:00:00,,工业,0
605388.SH,均瑶健康,湖北均瑶大健康饮品股份有限公司,2020-08-18 00:00:00,,日常消费,0
605389.SH,长龄液压,江苏长龄液压股份有限公司,2021-03-22 00:00:00,,工业,0
605398.SH,新炬网络,上海新炬网络信息技术股份有限公司,2021-01-21 00:00:00,,信息技术,0
605399.SH,晨光新材,江西晨光新材料股份有限公司,2020-08-04 00:00:00,,材料,0
605488.SH,福莱新材,浙江福莱新材料股份有限公司,2021-05-13 00:00:00,,材料,0
605499.SH,东鹏饮料,东鹏饮料(集团)股份有限公司,2021-05-27 00:00:00,,日常消费,0
605500.SH,森林包装,森林包装集团股份有限公司,2020-12-22 00:00:00,,材料,0
605507.SH,国邦医药,国邦医药集团股份有限公司,2021-08-02 00:00:00,,医疗保健,0
605555.SH,德昌股份,宁波德昌电机股份有限公司,2021-10-21 00:00:00,,可选消费,0
605566.SH,福莱蒽特,杭州福莱蒽特股份有限公司,2021-10-25 00:00:00,,材料,0
605567.SH,春雪食品,春雪食品集团股份有限公司,2021-10-13 00:00:00,,日常消费,0
605577.SH,龙版传媒,黑龙江出版传媒股份有限公司,2021-08-24 00:00:00,,可选消费,0
605580.SH,恒盛能源,恒盛能源股份有限公司,2021-08-19 00:00:00,,公用事业,0
605588.SH,冠石科技,南京冠石科技股份有限公司,2021-08-12 00:00:00,,信息技术,0
605589.SH,圣泉集团,济南圣泉集团股份有限公司,2021-08-10 00:00:00,,材料,0
605598.SH,上海港湾,上海港湾基础建设(集团)股份有限公司,2021-09-17 00:00:00,,工业,0
605599.SH,菜百股份,北京菜市口百货股份有限公司,2021-09-09 00:00:00,,可选消费,0
688001.SH,华兴源创,苏州华兴源创科技股份有限公司,2019-07-22 00:00:00,,信息技术,0
688002.SH,睿创微纳,烟台睿创微纳技术股份有限公司,2019-07-22 00:00:00,,信息技术,0
688003.SH,天准科技,苏州天准科技股份有限公司,2019-07-22 00:00:00,,工业,0
688004.SH,博汇科技,北京市博汇科技股份有限公司,2020-06-12 00:00:00,,信息技术,0
688005.SH,容百科技,宁波容百新能源科技股份有限公司,2019-07-22 00:00:00,,材料,0
688006.SH,杭可科技,浙江杭可科技股份有限公司,2019-07-22 00:00:00,,工业,0
688007.SH,光峰科技,深圳光峰科技股份有限公司,2019-07-22 00:00:00,,信息技术,0
688008.SH,澜起科技,澜起科技股份有限公司,2019-07-22 00:00:00,,信息技术,0
688009.SH,中国通号,中国铁路通信信号股份有限公司,2019-07-22 00:00:00,,工业,0
688010.SH,福光股份,福建福光股份有限公司,2019-07-22 00:00:00,,信息技术,0
688011.SH,新光光电,哈尔滨新光光电科技股份有限公司,2019-07-22 00:00:00,,工业,0
688012.SH,中微公司,中微半导体设备(上海)股份有限公司,2019-07-22 00:00:00,,信息技术,0
688013.SH,天臣医疗,天臣国际医疗科技股份有限公司,2020-09-28 00:00:00,,医疗保健,0
688015.SH,交控科技,交控科技股份有限公司,2019-07-22 00:00:00,,工业,0
688016.SH,心脉医疗,上海微创心脉医疗科技(集团)股份有限公司,2019-07-22 00:00:00,,医疗保健,0
688017.SH,绿的谐波,苏州绿的谐波传动科技股份有限公司,2020-08-28 00:00:00,,工业,0
688018.SH,乐鑫科技,乐鑫信息科技(上海)股份有限公司,2019-07-22 00:00:00,,信息技术,0
688019.SH,安集科技,安集微电子科技(上海)股份有限公司,2019-07-22 00:00:00,,材料,0
688020.SH,方邦股份,广州方邦电子股份有限公司,2019-07-22 00:00:00,,信息技术,0
688021.SH,奥福环保,山东奥福环保科技股份有限公司,2019-11-06 00:00:00,,可选消费,0
