AF_id_code,AF_id_name,AF_id_intro,AF_id_startdate,AF_id_year,AF_id_isfour,AF_id_iseight,AF_id_officeno,AF_id_cpano,AF_id_income,consecutive
911100000785632412,亚太（集团）会计师事务所,"亚太(集团)会计师事务所(以下简称亚太)前身是成立于1984年的河南首家会计师事务所——河南省会计师事务所.1993年更名为亚太会计师事务所,1994年取得了执行证券,期货相关业务资格,1998年11月,经国家财政部财协字(1998)22号文批准,在跨地区吸收了深圳亚太会计事务所,河南亚太会计师事务所等中介机构的基础上,组建了亚太集团会计师事务所,2001年按照国务院关于经济鉴证类社会中介机构与政府部门实行脱钩改制的要求,由专业人员出资设立的改制为亚太(集团)会计师事务所有限公司.2009年10月,为了更好的发展,亚太集团把注册地和总部迁往北京市.2013年11月,根据财政部财会[2010]12号《关于印发的通知》的规定,经北京市财政局京财会许可[2013]0052号《关于同意设立亚太(集团)会计师事务所(特殊普通合伙)的批复》批准,亚太(集团)会计师事务所有限公司整体更名为为亚太(集团)会计师事务所(特殊普通合伙)。",2013,2018,0,0,19,516,604329800,0
911100000785632412,亚太（集团）会计师事务所,"亚太(集团)会计师事务所(以下简称亚太)前身是成立于1984年的河南首家会计师事务所——河南省会计师事务所.1993年更名为亚太会计师事务所,1994年取得了执行证券,期货相关业务资格,1998年11月,经国家财政部财协字(1998)22号文批准,在跨地区吸收了深圳亚太会计事务所,河南亚太会计师事务所等中介机构的基础上,组建了亚太集团会计师事务所,2001年按照国务院关于经济鉴证类社会中介机构与政府部门实行脱钩改制的要求,由专业人员出资设立的改制为亚太(集团)会计师事务所有限公司.2009年10月,为了更好的发展,亚太集团把注册地和总部迁往北京市.2013年11月,根据财政部财会[2010]12号《关于印发的通知》的规定,经北京市财政局京财会许可[2013]0052号《关于同意设立亚太(集团)会计师事务所(特殊普通合伙)的批复》批准,亚太(集团)会计师事务所有限公司整体更名为为亚太(集团)会计师事务所(特殊普通合伙)。",2013,2019,0,0,23,535,790990100,1
911100000785632412,亚太（集团）会计师事务所,"亚太(集团)会计师事务所(以下简称亚太)前身是成立于1984年的河南首家会计师事务所——河南省会计师事务所.1993年更名为亚太会计师事务所,1994年取得了执行证券,期货相关业务资格,1998年11月,经国家财政部财协字(1998)22号文批准,在跨地区吸收了深圳亚太会计事务所,河南亚太会计师事务所等中介机构的基础上,组建了亚太集团会计师事务所,2001年按照国务院关于经济鉴证类社会中介机构与政府部门实行脱钩改制的要求,由专业人员出资设立的改制为亚太(集团)会计师事务所有限公司.2009年10月,为了更好的发展,亚太集团把注册地和总部迁往北京市.2013年11月,根据财政部财会[2010]12号《关于印发的通知》的规定,经北京市财政局京财会许可[2013]0052号《关于同意设立亚太(集团)会计师事务所(特殊普通合伙)的批复》批准,亚太(集团)会计师事务所有限公司整体更名为为亚太(集团)会计师事务所(特殊普通合伙)。",2013,2020,0,0,24,562,893930800,2
911100000785632412,亚太（集团）会计师事务所,"亚太(集团)会计师事务所(以下简称亚太)前身是成立于1984年的河南首家会计师事务所——河南省会计师事务所.1993年更名为亚太会计师事务所,1994年取得了执行证券,期货相关业务资格,1998年11月,经国家财政部财协字(1998)22号文批准,在跨地区吸收了深圳亚太会计事务所,河南亚太会计师事务所等中介机构的基础上,组建了亚太集团会计师事务所,2001年按照国务院关于经济鉴证类社会中介机构与政府部门实行脱钩改制的要求,由专业人员出资设立的改制为亚太(集团)会计师事务所有限公司.2009年10月,为了更好的发展,亚太集团把注册地和总部迁往北京市.2013年11月,根据财政部财会[2010]12号《关于印发的通知》的规定,经北京市财政局京财会许可[2013]0052号《关于同意设立亚太(集团)会计师事务所(特殊普通合伙)的批复》批准,亚太(集团)会计师事务所有限公司整体更名为为亚太(集团)会计师事务所(特殊普通合伙)。",2013,2021,0,0,35,555,1003971100,2
91310114084119251J,众华会计师事务所,众华会计师事务所（特殊普通合伙）是中国恢复注册会计师行业后第一批成立的会计师事务所之一，发展至今，汇集了近1200名优秀的专业人才，积累了大量的优质客户，是一家在国内外享有良好声誉的会计师事务所。,2013,2018,0,0,9,303,456116400,0
91310114084119251J,众华会计师事务所,众华会计师事务所（特殊普通合伙）是中国恢复注册会计师行业后第一批成立的会计师事务所之一，发展至今，汇集了近1200名优秀的专业人才，积累了大量的优质客户，是一家在国内外享有良好声誉的会计师事务所。,2013,2019,0,0,10,343,457234000,1
91310114084119251J,众华会计师事务所,众华会计师事务所（特殊普通合伙）是中国恢复注册会计师行业后第一批成立的会计师事务所之一，发展至今，汇集了近1200名优秀的专业人才，积累了大量的优质客户，是一家在国内外享有良好声誉的会计师事务所。,2013,2020,0,0,10,341,468491500,2
91310114084119251J,众华会计师事务所,众华会计师事务所（特殊普通合伙）是中国恢复注册会计师行业后第一批成立的会计师事务所之一，发展至今，汇集了近1200名优秀的专业人才，积累了大量的优质客户，是一家在国内外享有良好声誉的会计师事务所。,2013,2021,0,0,10,338,521412900,2
91110101592354581W,信永中和会计师事务所,信永中和会计师事务所（特殊普通合伙）的中国大陆之外办公室分布于以下56个城市：中国香港，新加坡，日本东京，澳大利亚墨尔本、悉尼、布里斯班，巴基斯坦拉合尔、卡拉奇，木尔坦，埃及开罗，马来西亚吉隆坡、新山、槟城等7个城市，英国伦敦，印度尼西亚雅加达、棉兰等5个城市，印度孟买、普纳等6个城市，中国台湾台北、台中等4个城市，泰国曼谷、普吉、孔敬，德国科布伦茨、柏林等20个城市。,2012,2018,0,1,23,1416,1532390000,0
91110101592354581W,信永中和会计师事务所,信永中和会计师事务所（特殊普通合伙）的中国大陆之外办公室分布于以下56个城市：中国香港，新加坡，日本东京，澳大利亚墨尔本、悉尼、布里斯班，巴基斯坦拉合尔、卡拉奇，木尔坦，埃及开罗，马来西亚吉隆坡、新山、槟城等7个城市，英国伦敦，印度尼西亚雅加达、棉兰等5个城市，印度孟买、普纳等6个城市，中国台湾台北、台中等4个城市，泰国曼谷、普吉、孔敬，德国科布伦茨、柏林等20个城市。,2012,2019,0,1,23,1672,2041129500,1
91110101592354581W,信永中和会计师事务所,信永中和会计师事务所（特殊普通合伙）的中国大陆之外办公室分布于以下56个城市：中国香港，新加坡，日本东京，澳大利亚墨尔本、悉尼、布里斯班，巴基斯坦拉合尔、卡拉奇，木尔坦，埃及开罗，马来西亚吉隆坡、新山、槟城等7个城市，英国伦敦，印度尼西亚雅加达、棉兰等5个城市，印度孟买、普纳等6个城市，中国台湾台北、台中等4个城市，泰国曼谷、普吉、孔敬，德国科布伦茨、柏林等20个城市。,2012,2020,0,1,23,1739,2374518500,2
91110101592354581W,信永中和会计师事务所,信永中和会计师事务所（特殊普通合伙）的中国大陆之外办公室分布于以下56个城市：中国香港，新加坡，日本东京，澳大利亚墨尔本、悉尼、布里斯班，巴基斯坦拉合尔、卡拉奇，木尔坦，埃及开罗，马来西亚吉隆坡、新山、槟城等7个城市，英国伦敦，印度尼西亚雅加达、棉兰等5个城市，印度孟买、普纳等6个城市，中国台湾台北、台中等4个城市，泰国曼谷、普吉、孔敬，德国科布伦茨、柏林等20个城市。,2012,2021,0,1,27,1455,2795747000,2
91320200078269333C,公证天业会计师事务所,公证天业会计师事务所（特殊普通合伙）前身为无锡公证会计师事务所，成立于1982年，经过1998年底的脱钩改制和2000年、2008年的二次合并重组，更名为江苏公证天业会计师事务所有限公司，2013年底转制为江苏公证天业会计师事务所（特殊普通合伙），2019年更名为公证天业会计师事务所（特殊普通合伙）。1993年，经中华人民共和国财政部和中国证券监督管理委员会批准，取得从事证券、期货相关业务许可证。,2013,2018,0,0,15,327,252730800.00000003,0
91320200078269333C,公证天业会计师事务所,公证天业会计师事务所（特殊普通合伙）前身为无锡公证会计师事务所，成立于1982年，经过1998年底的脱钩改制和2000年、2008年的二次合并重组，更名为江苏公证天业会计师事务所有限公司，2013年底转制为江苏公证天业会计师事务所（特殊普通合伙），2019年更名为公证天业会计师事务所（特殊普通合伙）。1993年，经中华人民共和国财政部和中国证券监督管理委员会批准，取得从事证券、期货相关业务许可证。,2013,2019,0,0,15,346,284463300,1
91320200078269333C,公证天业会计师事务所,公证天业会计师事务所（特殊普通合伙）前身为无锡公证会计师事务所，成立于1982年，经过1998年底的脱钩改制和2000年、2008年的二次合并重组，更名为江苏公证天业会计师事务所有限公司，2013年底转制为江苏公证天业会计师事务所（特殊普通合伙），2019年更名为公证天业会计师事务所（特殊普通合伙）。1993年，经中华人民共和国财政部和中国证券监督管理委员会批准，取得从事证券、期货相关业务许可证。,2013,2020,0,0,15,345,322272600,2
91320200078269333C,公证天业会计师事务所,公证天业会计师事务所（特殊普通合伙）前身为无锡公证会计师事务所，成立于1982年，经过1998年底的脱钩改制和2000年、2008年的二次合并重组，更名为江苏公证天业会计师事务所有限公司，2013年底转制为江苏公证天业会计师事务所（特殊普通合伙），2019年更名为公证天业会计师事务所（特殊普通合伙）。1993年，经中华人民共和国财政部和中国证券监督管理委员会批准，取得从事证券、期货相关业务许可证。,2013,2021,0,0,15,324,349573200,2
911101050805090096,利安达会计师事务所,REANDA，中文简称利安达，注册名称为利安达会计师事务所(特殊普通合伙)。利安达合伙人出资款1831万元人民币，计提职业风险基金与职业保险累计赔偿限额之和超过八千万元人民币。利安达原具有证券期货相关从业资格，现已完成从事证券服务业务备案，同时具有财政部和中国人民银行批准的从事金融审计相关业务资格、中国注册会计师协会和国务院国资委核准的承担大型及特大型国有企业审计资格、中国银行间市场交易商协会会员资格、北京市司法局批准的司法鉴定资格并在加拿大CPAB注册会员，具有为在加拿大证券市场上市的公司提供专业服务的资格。,2013,2018,0,0,23,515,306334100,0
911101050805090096,利安达会计师事务所,REANDA，中文简称利安达，注册名称为利安达会计师事务所(特殊普通合伙)。利安达合伙人出资款1831万元人民币，计提职业风险基金与职业保险累计赔偿限额之和超过八千万元人民币。利安达原具有证券期货相关从业资格，现已完成从事证券服务业务备案，同时具有财政部和中国人民银行批准的从事金融审计相关业务资格、中国注册会计师协会和国务院国资委核准的承担大型及特大型国有企业审计资格、中国银行间市场交易商协会会员资格、北京市司法局批准的司法鉴定资格并在加拿大CPAB注册会员，具有为在加拿大证券市场上市的公司提供专业服务的资格。,2013,2019,0,0,23,501,367825800,1
911101050805090096,利安达会计师事务所,REANDA，中文简称利安达，注册名称为利安达会计师事务所(特殊普通合伙)。利安达合伙人出资款1831万元人民币，计提职业风险基金与职业保险累计赔偿限额之和超过八千万元人民币。利安达原具有证券期货相关从业资格，现已完成从事证券服务业务备案，同时具有财政部和中国人民银行批准的从事金融审计相关业务资格、中国注册会计师协会和国务院国资委核准的承担大型及特大型国有企业审计资格、中国银行间市场交易商协会会员资格、北京市司法局批准的司法鉴定资格并在加拿大CPAB注册会员，具有为在加拿大证券市场上市的公司提供专业服务的资格。,2013,2020,0,0,26,515,400985300,2
911101050805090096,利安达会计师事务所,REANDA，中文简称利安达，注册名称为利安达会计师事务所(特殊普通合伙)。利安达合伙人出资款1831万元人民币，计提职业风险基金与职业保险累计赔偿限额之和超过八千万元人民币。利安达原具有证券期货相关从业资格，现已完成从事证券服务业务备案，同时具有财政部和中国人民银行批准的从事金融审计相关业务资格、中国注册会计师协会和国务院国资委核准的承担大型及特大型国有企业审计资格、中国银行间市场交易商协会会员资格、北京市司法局批准的司法鉴定资格并在加拿大CPAB注册会员，具有为在加拿大证券市场上市的公司提供专业服务的资格。,2013,2021,0,0,27,373,412392400,2
9111010575770048XU,北京中天华茂会计师事务所,北京中天华茂会计师事务所（普通合伙），成立于2003-12-08，注册资本为100万，经营范围包括审计企业会计报表，出具审计报告；验证企业注册资本（金），出具验资报告；办理企业合并、分立、清算事项中的审计事务，出具有关的报告；基本建设施工预决（结）算审计验证；法律、行政法规规定的其他审计业务；会计业务咨询服务；销售与会计业务相关的帐册、文表、用具。,2003,2018,0,0,0,,,0
9111010575770048XU,北京中天华茂会计师事务所,北京中天华茂会计师事务所（普通合伙），成立于2003-12-08，注册资本为100万，经营范围包括审计企业会计报表，出具审计报告；验证企业注册资本（金），出具验资报告；办理企业合并、分立、清算事项中的审计事务，出具有关的报告；基本建设施工预决（结）算审计验证；法律、行政法规规定的其他审计业务；会计业务咨询服务；销售与会计业务相关的帐册、文表、用具。,2003,2019,0,0,0,5,,1
9111010575770048XU,北京中天华茂会计师事务所,北京中天华茂会计师事务所（普通合伙），成立于2003-12-08，注册资本为100万，经营范围包括审计企业会计报表，出具审计报告；验证企业注册资本（金），出具验资报告；办理企业合并、分立、清算事项中的审计事务，出具有关的报告；基本建设施工预决（结）算审计验证；法律、行政法规规定的其他审计业务；会计业务咨询服务；销售与会计业务相关的帐册、文表、用具。,2003,2020,0,0,0,,,2
9111010575770048XU,北京中天华茂会计师事务所,北京中天华茂会计师事务所（普通合伙），成立于2003-12-08，注册资本为100万，经营范围包括审计企业会计报表，出具审计报告；验证企业注册资本（金），出具验资报告；办理企业合并、分立、清算事项中的审计事务，出具有关的报告；基本建设施工预决（结）算审计验证；法律、行政法规规定的其他审计业务；会计业务咨询服务；销售与会计业务相关的帐册、文表、用具。,2003,2021,0,0,,,,2
911101020855463270,北京兴华会计师事务所,"北京兴华会计师事务所(特殊普通合伙)目前位于中国会计师事务所排名前列。自1992年成立以来,北京兴华在社会各界大力支持下,经过全体同仁的不懈努力,在股票发行与上市,企业重组,公司改制,国企审计及财务咨询等专业服务方面具有极强的实力和出色的业绩,北京兴华一贯坚持专业化机制与制度的建设,建立了一套完整的事务所管理制度及执业规程。经财政部门批准，北京兴华相继在贵州、湖北、西安、广东、深圳、四川、湖南、山东、上海、安徽、渤海、河北、山西、云南、辽宁、杭州、天津、江西、河南、苏州、宁夏、大连、吉林、重庆、江苏、内蒙古、青岛、青海、雄安、海南设立了30家分所，已成为国内颇具影响力的知名会计师事务所之一。",2013,2018,0,0,26,700,704072800,0
911101020855463270,北京兴华会计师事务所,"北京兴华会计师事务所(特殊普通合伙)目前位于中国会计师事务所排名前列。自1992年成立以来,北京兴华在社会各界大力支持下,经过全体同仁的不懈努力,在股票发行与上市,企业重组,公司改制,国企审计及财务咨询等专业服务方面具有极强的实力和出色的业绩,北京兴华一贯坚持专业化机制与制度的建设,建立了一套完整的事务所管理制度及执业规程。经财政部门批准，北京兴华相继在贵州、湖北、西安、广东、深圳、四川、湖南、山东、上海、安徽、渤海、河北、山西、云南、辽宁、杭州、天津、江西、河南、苏州、宁夏、大连、吉林、重庆、江苏、内蒙古、青岛、青海、雄安、海南设立了30家分所，已成为国内颇具影响力的知名会计师事务所之一。",2013,2019,0,0,32,642,673870300,1
911101020855463270,北京兴华会计师事务所,"北京兴华会计师事务所(特殊普通合伙)目前位于中国会计师事务所排名前列。自1992年成立以来,北京兴华在社会各界大力支持下,经过全体同仁的不懈努力,在股票发行与上市,企业重组,公司改制,国企审计及财务咨询等专业服务方面具有极强的实力和出色的业绩,北京兴华一贯坚持专业化机制与制度的建设,建立了一套完整的事务所管理制度及执业规程。经财政部门批准，北京兴华相继在贵州、湖北、西安、广东、深圳、四川、湖南、山东、上海、安徽、渤海、河北、山西、云南、辽宁、杭州、天津、江西、河南、苏州、宁夏、大连、吉林、重庆、江苏、内蒙古、青岛、青海、雄安、海南设立了30家分所，已成为国内颇具影响力的知名会计师事务所之一。",2013,2020,0,0,30,583,743341500,2
911101020855463270,北京兴华会计师事务所,"北京兴华会计师事务所(特殊普通合伙)目前位于中国会计师事务所排名前列。自1992年成立以来,北京兴华在社会各界大力支持下,经过全体同仁的不懈努力,在股票发行与上市,企业重组,公司改制,国企审计及财务咨询等专业服务方面具有极强的实力和出色的业绩,北京兴华一贯坚持专业化机制与制度的建设,建立了一套完整的事务所管理制度及执业规程。经财政部门批准，北京兴华相继在贵州、湖北、西安、广东、深圳、四川、湖南、山东、上海、安徽、渤海、河北、山西、云南、辽宁、杭州、天津、江西、河南、苏州、宁夏、大连、吉林、重庆、江苏、内蒙古、青岛、青海、雄安、海南设立了30家分所，已成为国内颇具影响力的知名会计师事务所之一。",2013,2021,0,0,30,441,838284600.0000001,2
91110114686901101X,北京兴昌华会计师事务所,北京兴昌华会计师事务所(普通合伙)（以下简称北京兴昌华）成立于2009年3月，总部设在北京，于2021年4月30日成功通过从事证券服务业务备案，现有100多人的专业团队，其中注册会计师50人，注册税务师25人、注册评估师15人。先后服务于全国各地政府、城投公司、企事业单位等众多客户，并成为长期稳定的合作伙伴。北京兴昌华大力推进区域扩张策略，具有强大的市场开拓能力，相继在安徽、天津、青海、江苏、浙江、上海等地设立了多家分所。,2009,2021,0,0,,,,0
91510500083391472Y,华信(集团)会计师事务所,四川华信（集团）会计师事务所总部设在成都，执业遍及全国，具有雄厚的专业技术力量，凝聚了一大批具备深厚专业素养、丰富实践经验、良好沟通能力及团队精神的行业精英，常年为上百家上市公司、新三板企业，大型国有企业，大型民营企业提供财务报表审计、内部控制审计、经济责任审计、竣工决算审计、工程项目全过程跟踪审计以及管理咨询等专业服务，涉及行业包括化工、食品饮料、商业、医药、造纸、建材、饲料、金属制品、纺织、通信及电子设备、房地产、建筑、传媒、交通运输、投资、金融证券等。,2013,2021,0,0,4,131,193996300,0
91350100084343026U,华兴会计师事务所,福建华兴有限责任会计师事务所（特殊普通合伙）原由福建华兴会计师事务所更名，于1999年元月正式成立。为各类客户提供服务中，以为证券、期货、金融企业、股份制企业、外资企业和其他中型企业提供审计、资产评估和会计顾问服务见长。1993年以来，经中华人民共和国财政部、中国证券监督管理委员会确认具有证券业务审计资格，2001年3月经中华人民共和国财政部、中国人民银行获准从事金融相关审计业务资格，还具有国有大中型企业审计、资产评估、基建预决算审计、房地产评估等相关执业资格。,2013,2018,0,0,8,219,154373700,0
91350100084343026U,华兴会计师事务所,福建华兴有限责任会计师事务所（特殊普通合伙）原由福建华兴会计师事务所更名，于1999年元月正式成立。为各类客户提供服务中，以为证券、期货、金融企业、股份制企业、外资企业和其他中型企业提供审计、资产评估和会计顾问服务见长。1993年以来，经中华人民共和国财政部、中国证券监督管理委员会确认具有证券业务审计资格，2001年3月经中华人民共和国财政部、中国人民银行获准从事金融相关审计业务资格，还具有国有大中型企业审计、资产评估、基建预决算审计、房地产评估等相关执业资格。,2013,2019,0,0,9,252,163822300,1
91350100084343026U,华兴会计师事务所,福建华兴有限责任会计师事务所（特殊普通合伙）原由福建华兴会计师事务所更名，于1999年元月正式成立。为各类客户提供服务中，以为证券、期货、金融企业、股份制企业、外资企业和其他中型企业提供审计、资产评估和会计顾问服务见长。1993年以来，经中华人民共和国财政部、中国证券监督管理委员会确认具有证券业务审计资格，2001年3月经中华人民共和国财政部、中国人民银行获准从事金融相关审计业务资格，还具有国有大中型企业审计、资产评估、基建预决算审计、房地产评估等相关执业资格。,2013,2020,0,0,9,330,312761400,2
91350100084343026U,华兴会计师事务所,福建华兴有限责任会计师事务所（特殊普通合伙）原由福建华兴会计师事务所更名，于1999年元月正式成立。为各类客户提供服务中，以为证券、期货、金融企业、股份制企业、外资企业和其他中型企业提供审计、资产评估和会计顾问服务见长。1993年以来，经中华人民共和国财政部、中国证券监督管理委员会确认具有证券业务审计资格，2001年3月经中华人民共和国财政部、中国人民银行获准从事金融相关审计业务资格，还具有国有大中型企业审计、资产评估、基建预决算审计、房地产评估等相关执业资格。,2013,2021,0,0,9,304,403408900,2
913701000611889323,和信会计师事务所,"和信会计师事务所（特殊普通合伙）是2013年4月,经财政部批准,由山东正源和信会计师事务所联合山东汇德会计师事务所 总部有关业务部及其烟台分所,山东天恒信会计师事务所济宁分所、济南分所转制设立的。 总部设在山东省济南市历下区, 注册资本1155万元。总部设有质量技术委员会、办公室、财务部、质量技术部、标准培训部审计业务一部、审计业务二部等部门、下设济南分所、潍坊分所、烟台分所、烟台芝罘分所、济宁分所、湖南分所、杭州分所、河南分所、上海分所、广西分所等分支机构。",2013,2018,0,0,10,287,185688200,0
913701000611889323,和信会计师事务所,"和信会计师事务所（特殊普通合伙）是2013年4月,经财政部批准,由山东正源和信会计师事务所联合山东汇德会计师事务所 总部有关业务部及其烟台分所,山东天恒信会计师事务所济宁分所、济南分所转制设立的。 总部设在山东省济南市历下区, 注册资本1155万元。总部设有质量技术委员会、办公室、财务部、质量技术部、标准培训部审计业务一部、审计业务二部等部门、下设济南分所、潍坊分所、烟台分所、烟台芝罘分所、济宁分所、湖南分所、杭州分所、河南分所、上海分所、广西分所等分支机构。",2013,2019,0,0,11,284,204876500,1
913701000611889323,和信会计师事务所,"和信会计师事务所（特殊普通合伙）是2013年4月,经财政部批准,由山东正源和信会计师事务所联合山东汇德会计师事务所 总部有关业务部及其烟台分所,山东天恒信会计师事务所济宁分所、济南分所转制设立的。 总部设在山东省济南市历下区, 注册资本1155万元。总部设有质量技术委员会、办公室、财务部、质量技术部、标准培训部审计业务一部、审计业务二部等部门、下设济南分所、潍坊分所、烟台分所、烟台芝罘分所、济宁分所、湖南分所、杭州分所、河南分所、上海分所、广西分所等分支机构。",2013,2020,0,0,11,276,267931500,2
913701000611889323,和信会计师事务所,"和信会计师事务所（特殊普通合伙）是2013年4月,经财政部批准,由山东正源和信会计师事务所联合山东汇德会计师事务所 总部有关业务部及其烟台分所,山东天恒信会计师事务所济宁分所、济南分所转制设立的。 总部设在山东省济南市历下区, 注册资本1155万元。总部设有质量技术委员会、办公室、财务部、质量技术部、标准培训部审计业务一部、审计业务二部等部门、下设济南分所、潍坊分所、烟台分所、烟台芝罘分所、济宁分所、湖南分所、杭州分所、河南分所、上海分所、广西分所等分支机构。",2013,2021,0,0,11,263,296420800,2
91510500083391472Y,四川华信（集团）会计师事务所,四川华信（集团）会计师事务所总部设在成都，执业遍及全国，具有雄厚的专业技术力量，凝聚了一大批具备深厚专业素养、丰富实践经验、良好沟通能力及团队精神的行业精英，常年为上百家上市公司、新三板企业，大型国有企业，大型民营企业提供财务报表审计、内部控制审计、经济责任审计、竣工决算审计、工程项目全过程跟踪审计以及管理咨询等专业服务，涉及行业包括化工、食品饮料、商业、医药、造纸、建材、饲料、金属制品、纺织、通信及电子设备、房地产、建筑、传媒、交通运输、投资、金融证券等。,2013,2018,0,0,4,258,149568500,0
91510500083391472Y,四川华信（集团）会计师事务所,四川华信（集团）会计师事务所总部设在成都，执业遍及全国，具有雄厚的专业技术力量，凝聚了一大批具备深厚专业素养、丰富实践经验、良好沟通能力及团队精神的行业精英，常年为上百家上市公司、新三板企业，大型国有企业，大型民营企业提供财务报表审计、内部控制审计、经济责任审计、竣工决算审计、工程项目全过程跟踪审计以及管理咨询等专业服务，涉及行业包括化工、食品饮料、商业、医药、造纸、建材、饲料、金属制品、纺织、通信及电子设备、房地产、建筑、传媒、交通运输、投资、金融证券等。,2013,2019,0,0,4,267,174253900,1
91510500083391472Y,四川华信（集团）会计师事务所,四川华信（集团）会计师事务所总部设在成都，执业遍及全国，具有雄厚的专业技术力量，凝聚了一大批具备深厚专业素养、丰富实践经验、良好沟通能力及团队精神的行业精英，常年为上百家上市公司、新三板企业，大型国有企业，大型民营企业提供财务报表审计、内部控制审计、经济责任审计、竣工决算审计、工程项目全过程跟踪审计以及管理咨询等专业服务，涉及行业包括化工、食品饮料、商业、医药、造纸、建材、饲料、金属制品、纺织、通信及电子设备、房地产、建筑、传媒、交通运输、投资、金融证券等。,2013,2020,0,0,4,231,208605500,2
91110108590611484C,大信会计师事务所,大信会计师事务所（特殊普通合伙）创建于1945年，是中国注册会计师行业恢复重建成立的第一家合伙会计师事务所。也是一家颇具声望与规模、各种资质齐全的综合性会计师事务所之一。,2012,2018,0,1,28,1104,1300528600,0
91110108590611484C,大信会计师事务所,大信会计师事务所（特殊普通合伙）创建于1945年，是中国注册会计师行业恢复重建成立的第一家合伙会计师事务所。也是一家颇具声望与规模、各种资质齐全的综合性会计师事务所之一。,2012,2019,0,1,30,1157,1490868400,1
91110108590611484C,大信会计师事务所,大信会计师事务所（特殊普通合伙）创建于1945年，是中国注册会计师行业恢复重建成立的第一家合伙会计师事务所。也是一家颇具声望与规模、各种资质齐全的综合性会计师事务所之一。,2012,2020,0,1,31,1192,1831941500,2
91110108590611484C,大信会计师事务所,大信会计师事务所（特殊普通合伙）创建于1945年，是中国注册会计师行业恢复重建成立的第一家合伙会计师事务所。也是一家颇具声望与规模、各种资质齐全的综合性会计师事务所之一。,2012,2021,0,1,32,1035,1863134900,2
91110108590676050Q,大华会计师事务所,"大华会计师事务所（特殊普通合伙）创立于1985年,是国内最具规模的大型会计师事务所之一,是国内首批获准从事H股上市审计资质的事务所,财政部大型会计师事务所集团化发展试点事务所。大华会计师事务所现有从业人员5000余名,拥有中国注册会计师资格者超过1200人,具有美国、英国和澳大利亚等国外发达国家注册会计师资格、能够提供国际业务服务的专业人员200余人;获得“中国注册会计师行业领军后备人才”称号的专家有16人,中国注册会计师协会资深会员50余人,另外还有业内外知名的各类杰出业务专家100余名,这些专家在财务会计、审计、税务、公司治理和战略管理咨询、内部控制、风险管理、全面预算管理、企业并购重组、IT审计和国际化业务等方面具有业内领先的水平。大华会计师事务所的业务范围包括审计鉴证、管理咨询、资产评估、工程咨询、税务服务等,服务对象主要为上市公司、大型国有企业、金融保险企业、外商投资企业等,常年审计客户10000余家,其中上市公司238家、中央企业20余家、省级企业集团300余家、外资企业500余家,涉及航空航天、金融保险、能源矿产、石油化工、电子科技、公共服务、房地产、交通运输、加工制造、仪表设备、快速消费品、酒店餐饮、商业百货、电子商务、农产品制造、旅游、医药、电信等多个行业领域,并多次接受政府部门和国际组织委托承担其他特殊目的专项审计。持专业化、多元化、国际化之道,专注为客户提供品质服务。",2012,2018,0,1,29,1308,1709543800,0
91110108590676050Q,大华会计师事务所,"大华会计师事务所（特殊普通合伙）创立于1985年,是国内最具规模的大型会计师事务所之一,是国内首批获准从事H股上市审计资质的事务所,财政部大型会计师事务所集团化发展试点事务所。大华会计师事务所现有从业人员5000余名,拥有中国注册会计师资格者超过1200人,具有美国、英国和澳大利亚等国外发达国家注册会计师资格、能够提供国际业务服务的专业人员200余人;获得“中国注册会计师行业领军后备人才”称号的专家有16人,中国注册会计师协会资深会员50余人,另外还有业内外知名的各类杰出业务专家100余名,这些专家在财务会计、审计、税务、公司治理和战略管理咨询、内部控制、风险管理、全面预算管理、企业并购重组、IT审计和国际化业务等方面具有业内领先的水平。大华会计师事务所的业务范围包括审计鉴证、管理咨询、资产评估、工程咨询、税务服务等,服务对象主要为上市公司、大型国有企业、金融保险企业、外商投资企业等,常年审计客户10000余家,其中上市公司238家、中央企业20余家、省级企业集团300余家、外资企业500余家,涉及航空航天、金融保险、能源矿产、石油化工、电子科技、公共服务、房地产、交通运输、加工制造、仪表设备、快速消费品、酒店餐饮、商业百货、电子商务、农产品制造、旅游、医药、电信等多个行业领域,并多次接受政府部门和国际组织委托承担其他特殊目的专项审计。持专业化、多元化、国际化之道,专注为客户提供品质服务。",2012,2019,0,1,29,1452,1990353400,1
